region_id,region_name,state,population,households,population_density_km2,median_income_usd,education_index,urban_rural_flag,dsl_coverage_pct,fiber_coverage_pct,avg_dsl_speed_mbps,avg_fiber_speed_mbps,competitor_fiber_presence,complaint_rate_pct,churn_rate_pct,broadband_adoption_pct,avg_monthly_data_gb,terrain_slope_deg,road_density_km_per_km2,existing_backhaul_distance_km,capex_per_premise_usd,take_rate_predicted_pct,roi_index,priority_rank,phase
REG-019,Region 19,Indiana,114365,22256,210.44226816601943,88488.57457437435,0.8365476023947123,Urban,80.29880915438908,35.46213081867204,24.522722433487715,645.3907125931647,3,17.22854670606597,4.77731029647776,89.19139633668675,483.17687595020396,9.182282048448641,2.3289726406655578,5.590130317221547,596.1165592023196,130.4614499223344,218.85224946092512,1431,
REG-020,Region 20,Indiana,44264,51993,274.841554325001,80544.77396479541,0.49428018079105984,Urban,50.65560927663155,13.31191510249404,29.770649451401788,458.97444553372844,2,8.114023534649535,3.4459858207256064,54.405510617960374,405.5301151212334,6.370249507358736,1.4273651738149489,6.520088722819661,570.7084107169351,133.78116815467808,234.4124699101938,649,
REG-021,Region 21,Indiana,122372,38772,451.14535903756934,88488.12262221379,0.832762751807177,Urban,75.25290421309845,34.257262891042316,23.344053131212853,404.9641183571466,2,14.200652523013844,6.700758013451082,76.27518260362136,330.3202975293782,11.863484375396911,0.9140745220282271,2.5383408768211178,629.5748708075743,132.88353929269581,211.06868373294853,1862,
REG-022,Region 22,Indiana,37619,52114,580.420900261344,56825.335119840944,0.4483001072352732,Rural,64.79473654529926,23.768735217905913,20.098954163499123,400.5608221149348,0,5.4313554252025025,9.56822691319497,74.16924004170326,288.6253334372174,7.365690943929382,1.0545055564927381,2.826120994955352,583.1400268476646,124.06758321975846,212.75778973781374,1776,
REG-023,Region 23,Indiana,35372,5240,320.63480832706915,73713.59432491599,0.7018213973427314,Rural,80.83195704789502,31.007206679814978,24.01352113649713,712.4474616465606,1,13.232459718425694,3.0945754510987116,83.81933460487345,209.36629069971156,3.6242399030246277,1.0170695033218518,5.438848783033258,546.0745687761082,126.27082938771744,231.2336750468392,770,
REG-024,Region 24,Indiana,28912,37010,549.8237651993229,70658.77966469718,0.7250912010072283,Rural,46.879542082825175,26.824761969182447,21.097589624810738,665.1158307551481,3,17.128433955826523,8.47927503832076,86.71341182798479,461.555006557739,10.705633182291672,0.7357228606397956,2.099513153960201,620.6484064137536,121.62664266768738,195.9670586612371,2620,
REG-025,Region 25,Indiana,84796,47010,143.51245722741547,83213.43637334519,0.8952800017707216,Urban,73.3477837225753,7.5286193468368525,25.27752850187635,303.05337652647603,0,13.047885273643253,6.124831014290812,76.42723122584414,264.6697543860632,7.760114245621352,1.74619319259742,9.054896415222133,583.3278856610277,131.168409967758,224.8622313317284,1092,
REG-026,Region 26,Indiana,21161,14610,472.5774903393365,50100.07210495889,0.5809241797083532,Urban,76.85898683608505,9.899210458788165,23.78686799048019,713.8914698368108,1,16.39333064557337,6.562347520745179,68.42517325766042,200.98432397454806,7.8425225157778,1.4912650381384611,5.791017487723048,585.1309412741317,111.93537153602074,191.29969659830283,2759,
REG-027,Region 27,Indiana,17220,22923,428.09124738981956,89774.89837981071,0.6941526574164117,Urban,77.52758527461435,25.165301660807238,14.391369228526646,676.8535189201593,3,4.918708664074806,9.375101731845701,89.20463614873017,353.895579643687,4.348300906389665,1.943701394293582,2.6866610364721306,548.6278322498852,140.9524822586455,256.9182129907792,97,
REG-028,Region 28,Indiana,93847,44860,223.5326974243254,89972.66099326048,0.4238538751042195,Urban,87.90258178612095,8.95624144765592,44.29104339274459,983.3888362368087,0,2.5582155005527074,6.598269418681388,84.75175789800898,376.2868465199114,7.018603281462445,2.6845559837523125,1.377323705370657,573.9110436024504,142.9397580961881,249.0625676044715,228,
REG-029,Region 29,Indiana,31714,29159,86.664794688727,82648.35684227149,0.4729985781649693,Rural,67.63942954532311,33.478921257384336,38.25327576561991,804.5191929174938,1,17.262938852746842,5.543604193557958,64.96002929421168,388.55968400502536,5.731678477948158,0.7998191257924038,2.69362241482759,569.819611578094,127.51382733893827,223.7792886520587,1156,
REG-030,Region 30,Indiana,28563,33301,519.6277988997089,73243.58889220728,0.4944482158178464,Urban,52.60141615866842,18.671477719393522,20.552980256046453,940.4739895326409,0,2.7981568324817654,3.2648667550785664,86.40196543568722,398.1593194340244,0.640276610937093,1.7075397433409594,6.7043800442925185,512.2591451711163,134.3832689801182,262.3345434569616,49,
REG-031,Region 31,Indiana,17072,53372,370.51464068856194,67980.92400251406,0.5668732578096571,Rural,77.42738887323608,25.57417896395099,16.22257343119039,380.59708706877154,2,11.259938564802601,3.9427433749086127,55.86355006653583,366.3478749943688,8.149828850764479,0.5010478313122769,1.7285502925014606,601.4564629075007,124.98251114941495,207.79976416786175,2041,
REG-032,Region 32,Indiana,94910,54415,508.49471553294427,40627.73440126802,0.6165912583151167,Rural,53.271885555408794,29.808837890730054,16.700212099311507,899.9959210311322,0,9.211688959703181,7.416652243644347,53.24115042272488,367.0185121996545,1.5759198484604329,2.8874927955436704,7.096077770940042,519.2224105886945,112.94451603287146,217.52627338410707,1502,
REG-033,Region 33,Indiana,37904,59093,207.08202189369212,49512.51379241495,0.6648352617644677,Urban,45.61411160666598,16.575923110084616,10.681368414078825,817.1127059304509,0,6.870078894829559,4.420218442242437,86.91236326813322,186.4284011130386,10.261366167183168,1.1582818164384787,5.377007998780984,611.2471391710712,119.26019378034383,195.10961465124532,2643,
REG-034,Region 34,Indiana,139251,54108,267.3656419981466,86201.64501740775,0.40432469169656515,Urban,53.6184235568107,6.128303578724716,26.602501845441186,675.1170068033946,2,7.762152422692895,3.041856270676864,76.24382960528364,272.9416762799701,4.184445947831942,1.796778617307452,2.9497346666413296,547.4099753986867,136.89110057054955,250.07052615519063,211,
REG-035,Region 35,Indiana,133294,6985,149.74212499539507,86928.72901772245,0.4079493158319297,Urban,82.4692926194919,7.174855359413332,10.80651100280658,600.3523834502623,1,10.214871750280391,4.116386510272224,54.874435371768215,355.846210206956,8.436525752305661,2.964986502032021,2.8312308675687743,587.7379541586556,135.2924671086369,230.1918161849995,827,
REG-036,Region 36,Indiana,78713,59433,395.4810077181731,83560.22720218735,0.48931086167305776,Urban,68.19443012210454,39.922017665862874,46.19293229880323,553.8607582710409,2,13.902153739781118,3.3875352972146198,84.56815691272307,195.1044690352402,3.8252975534473705,1.5352298330461716,1.6107763224677778,544.7666582318443,130.6583906092688,239.84285498188947,455,
REG-037,Region 37,Indiana,140326,46085,302.28462023936873,66877.37106413672,0.6935276897202093,Rural,68.04804338924865,23.098553747915467,10.435297449760155,559.6461014638307,1,4.763036364014191,8.790704366754467,54.44192932441124,271.2738389886119,0.41142823542773455,2.8838839240640874,2.595938167627431,507.58182829694056,129.628256440857,255.3839582393859,118,
REG-038,Region 38,Indiana,131005,32260,130.5834526822625,59978.1654535297,0.6766231059889164,Urban,45.661582373468086,16.54184770836006,40.86319506223979,466.8566592526882,3,8.2688965487812,7.591331507428552,51.01292195294897,155.0594785058068,7.988435094928674,1.4483224918181665,2.018546081035632,586.7888905504403,123.3739654877399,210.2527288340587,1902,
REG-039,Region 39,Indiana,116784,56389,640.6424383632711,70644.83529050474,0.4515324658120899,Rural,83.7047108074935,28.617108572841662,43.72318243393886,647.4540025896873,2,7.43713567400013,6.571181037031035,74.28465058721663,433.4078690586446,10.770423152345288,2.078832358784304,7.8360326282604715,612.514624221904,129.37270910605227,211.21570651541322,1856,
REG-040,Region 40,Indiana,51132,26866,97.34828459826853,67684.23823437012,0.5161036541589689,Rural,47.08523129400074,24.619578070136335,27.034651796804773,345.38004817844484,1,16.948828249994072,4.276044190793452,72.3139042488998,182.5328190414701,9.196633928787476,1.9284844970540154,9.21221936933647,597.1517582089375,120.2830565171898,201.4279533865225,2370,
REG-041,Region 41,Indiana,101661,48886,737.8711059863865,72998.54407323503,0.5234008088268947,Rural,41.81218837964509,12.517177973287739,21.878877586688212,834.2795397555536,2,12.23167629793494,5.008672811478274,72.66065205550811,449.6783358292311,7.555459938629892,1.798595482416416,6.75003054571647,581.1144932578019,126.71393099826956,218.0532966711863,1471,
REG-042,Region 42,Indiana,80377,40347,544.4857436994273,73529.23333339723,0.5535926486612128,Rural,42.161635181501524,9.634520213441569,38.55320542056113,350.37486804808395,0,13.430969060999505,9.602088956152144,81.34566286193512,266.1942579019639,6.169715394839939,1.7138473629954993,8.986797998181292,567.5319792752721,126.019841417899,222.04888186005664,1260,
REG-043,Region 43,Indiana,83124,42130,740.4953579461422,68689.60143236716,0.4288358770245923,Rural,40.00882299163154,14.350451275465755,41.77949116963811,755.3325437089039,2,15.507322319915936,6.804321695871516,64.25620269754829,193.09576442847595,2.381680127011987,2.019400267005179,4.22779748554066,528.7687665458451,121.93894286025082,230.6092011765572,799,
REG-044,Region 44,Indiana,62896,56210,430.7078005170929,49265.97014657081,0.8727326958340644,Urban,76.0028685307362,12.223503809201336,24.964775746755198,371.0271402892024,0,17.612378820417703,5.044380509143473,65.89485628497978,370.1483079617473,10.452694109043584,1.1015130858003268,7.110116658764571,613.6053625172083,110.54308201695125,180.1533832159935,2959,
REG-045,Region 45,Indiana,14943,6020,299.711365601958,44989.17660664278,0.7769627977106338,Rural,40.03551133516624,5.931813900651123,37.33485126951124,686.7976939136872,2,18.220437453244443,4.792920337486658,70.85267476549657,214.8682033679771,0.03300842645003277,1.366165084508508,8.781850795616618,507.64984386997844,107.91823834072584,212.58400774445295,1794,
REG-046,Region 46,Indiana,103290,25482,333.03527956376104,63742.97017571708,0.7957373929402296,Urban,83.72826081669136,34.39195738234849,24.11661068701427,363.91034616161613,1,11.268671306280183,3.576549779484228,86.13434014913344,257.1851256544782,1.510786804525074,0.5332551996775685,7.6070588103371675,533.8606153340656,122.85654804283439,230.12851016544155,831,
REG-047,Region 47,Indiana,81435,26614,596.9337501017062,79154.97513301719,0.5487531447080944,Urban,46.36916184481894,14.246909917136875,35.817270293280586,310.54898112769064,1,8.391815943788831,4.317911908657552,50.98429904703592,222.5932746971688,7.736207635228482,2.9143494763250906,6.086166686143353,580.7933738274969,132.86403481147752,228.76300040389208,893,
REG-048,Region 48,Indiana,114666,9976,148.21472144161575,69970.6489311354,0.587194281727396,Urban,41.03977689427714,32.36358970968382,26.99511149730573,573.7687594989555,1,3.9545832397470577,5.717835116536337,76.04022187211116,487.0269085367456,7.158376696226071,2.373880410944064,3.6504955886209127,575.7962790811939,131.82165787377005,228.93801620969086,885,
REG-049,Region 49,Indiana,136872,28632,528.2535564807919,51485.440691465665,0.6409291288370391,Urban,41.32692358800089,17.35827913274856,42.86332005000454,922.490883460506,2,3.9198312217924807,6.482005725917856,83.20409767069991,397.998522682817,3.09618241110774,0.6793676468327843,8.249227397952444,545.6813946508581,122.60685536829885,224.68579022516624,1099,
REG-050,Region 50,Indiana,73890,42295,763.6220555258794,71541.11012715088,0.6972000461959456,Rural,41.1489547646847,31.080157754981318,10.206004062276147,659.2459192882286,0,11.316289572332733,8.65383072321896,85.2601839498724,335.18091353281477,6.002024789292042,2.931299532240074,8.689408455997471,563.4317041054345,126.71752340570926,224.90307606473758,1091,
REG-051,Region 51,Indiana,77415,29736,234.85817103165243,87306.25177004359,0.5947561906966412,Rural,73.504366695937,36.01180050853559,33.884997271421824,696.9479489418364,1,17.117691954579392,3.569182157182197,77.5478125405682,177.033101693377,0.6651436686573522,2.972197655639305,6.754425813003417,510.0159504769086,129.95897232135826,254.8135449486148,127,
REG-052,Region 52,Indiana,48254,13902,402.07256085626165,59349.86913283136,0.6638500872319558,Urban,64.6129728382005,37.77707857066802,25.214551896906766,594.4532778626844,1,17.393294433438772,4.142236816516508,57.46919459099145,378.13125996681515,9.284927501381652,2.3200202595638206,7.3839800643202524,597.1595822013409,115.76029901966467,193.85153059577704,2687,
REG-053,Region 53,Indiana,91513,30102,348.36637352869434,75624.57385208007,0.49366652006836304,Rural,53.642458707151874,23.25907386414078,22.039756828432754,345.82892733448784,3,19.20572103803591,5.79416367855597,52.845994316668964,233.54984607782762,3.8920338619640145,0.9776529741629865,4.308107550272264,549.1489169232672,122.4477100956113,222.97724045720184,1195,
REG-054,Region 54,Indiana,113687,40878,591.256436550902,68421.39413642767,0.8893706438661162,Urban,74.91095303157104,20.7016028975395,16.685577407725344,364.9462400611195,0,15.51292732286064,7.298267781153147,73.29874347549594,351.5828162842933,1.869044814554809,1.674364105775797,6.065899964926098,524.6628647576246,121.80035520992531,232.14975442600212,741,
REG-055,Region 55,Indiana,37012,53357,378.5513213935348,61295.434004546834,0.5143136725284201,Urban,74.34437014063393,27.463420103968836,21.97860234706471,640.7223999958892,2,6.950426225262826,4.154245226828023,64.65683637087486,435.6550810279134,5.169720002925887,0.933047701281323,7.254851505408237,562.4147656866924,125.08737602206315,222.41125883196727,1239,
REG-056,Region 56,Indiana,85956,53337,304.1609916251388,87349.25389921675,0.7594370699523354,Urban,66.05607544606578,28.104581216952106,18.544256222055733,620.2163417128795,1,5.250948778830192,6.594454430894675,67.71292542237559,306.4541886549133,10.059576790398863,1.423718210614338,4.208650685756957,607.6196297366507,139.47386792654422,229.54141225982738,860,
REG-057,Region 57,Indiana,110654,10425,667.7058053030927,65415.43095846956,0.4284006998070077,Rural,59.62990648403243,20.02779523758729,39.12724585050821,841.4972023553628,3,18.112979494658802,4.843470631050109,63.12247110647473,224.29332554018603,11.104307813827909,1.3809408324659442,5.38735705084758,618.2845180065918,118.21733188350774,191.20215441371826,2764,
REG-058,Region 58,Indiana,100513,32617,695.1479833783757,41546.90943983735,0.40164372517127156,Urban,79.38994243094764,34.8638621433737,28.08851527968118,700.1585097040539,3,10.427969977887766,7.695967554654338,59.88713624073612,443.57376627735044,11.308024088744563,0.6794416471128274,5.760897186923918,627.7982082691822,112.43107873760846,179.08792547780126,2965,
REG-059,Region 59,Indiana,139542,42563,492.24834864143935,66081.88541669154,0.6190478121928364,Rural,55.43742387134288,30.459829040790108,35.32863217263228,760.1284032091987,3,14.115600921649158,5.722034332572273,50.762219558141936,251.3128575418175,0.6150131218593273,0.8668030730014821,7.429263898730857,517.6867769821725,121.74846197102644,235.17784765674836,618,
REG-060,Region 60,Indiana,66964,25924,561.5448669039781,64387.07497853887,0.5048803754311075,Rural,78.90510873880099,28.081700420350096,47.29908383481466,311.76662754599283,0,3.3891979253811497,5.441699111071392,52.86184179802633,272.58376778725824,8.653361471012198,1.7914411218345832,2.390949797823581,592.1157127640951,129.48217914896452,218.67715441044467,1437,
REG-061,Region 61,Indiana,138353,13162,648.3652143583994,69675.20722870308,0.49348243540838255,Urban,88.0562369004733,8.71323232491102,29.73906078037802,484.35739506783494,2,9.984061628345588,7.228042893818697,65.45948751119897,324.7490524034012,8.083359671520679,1.5453786809955927,7.937422773971015,587.3045025992957,126.85035431167506,215.9873689887614,1586,
REG-062,Region 62,Indiana,83197,56284,537.8020712346483,51091.62146261726,0.7247134462368285,Urban,51.53479139031421,18.76463677518368,13.976859531634314,425.9876246408984,1,7.830239163405442,9.904909766496575,82.69086578471092,318.6238997175442,6.129084055533435,1.2574858994638098,4.768837211229351,569.2432160088198,119.28161940058428,209.5442089532713,1949,
REG-063,Region 63,Indiana,133634,6535,69.79449497696739,83840.36893633669,0.7651926599615924,Urban,76.48893250409006,31.483479298133368,47.86950942468251,329.85257696303313,3,8.58360780081884,8.434394823660325,59.46730307692149,236.27126578442054,4.767168997624027,2.5596520762482857,3.1984895528518127,551.5784709379158,135.05329822751327,244.84874835282415,311,
REG-064,Region 64,Indiana,119050,52222,152.8297763458445,86188.28525847355,0.5946480636884578,Urban,74.44860485769385,25.534119533123683,36.76488012474097,868.752992374592,1,12.580587874302825,7.56476040879862,53.92659995666679,207.19727554290208,2.1102556557092647,2.8073156833633583,6.848528996244383,524.6646782163209,133.02967232979452,253.5517976587438,147,
REG-065,Region 65,Indiana,42101,17169,402.55446023727825,67709.10486069837,0.652034190709849,Urban,73.18266842841211,21.373541825056797,19.390269232384068,885.884743930414,3,6.011134995535189,6.924812967390071,68.46458013865248,258.85510354642645,7.487197546420974,0.844517719359595,4.01426165671678,586.7130532424038,129.04564443392104,219.94677589115287,1370,
REG-066,Region 66,Indiana,107852,44256,587.8602742114452,63189.889329639416,0.48225625101550357,Urban,40.505178878081274,34.95000311981279,17.68329042498404,531.3926033311841,3,8.223264194738292,9.076538907742092,52.042670568598965,162.03202484490936,5.0422559561399805,2.888029206053251,5.606644450138806,553.8851284229058,125.01633330902908,225.70805189334462,1047,
REG-067,Region 67,Indiana,16666,38824,590.8615556098018,70712.78917009314,0.6438736429258789,Urban,42.02962697520751,36.29333235896808,44.70478531959295,922.304225647058,3,13.026204498073929,3.6564368838135786,51.380889345820286,168.5778489313419,11.794301396332774,1.6064676234161321,2.215971936670037,624.1678515226027,124.93543098658742,200.1631943744273,2422,
REG-068,Region 68,Indiana,85031,31632,77.34682339178676,72702.31640922077,0.723587128886559,Urban,71.78740890566571,26.15728743287085,43.648322101739,914.2642775159438,1,19.162994437823965,3.840027142679067,87.90512738915554,157.87962411604585,0.22524099543054943,2.547995161562486,4.857941164102721,506.1770641886832,121.02076265435122,239.08780388603182,474,
REG-069,Region 69,Indiana,84090,44933,629.4833443411515,55159.47285212459,0.4892395326442874,Rural,89.38947097564423,29.431740354127765,40.01356353966852,703.5038029043311,1,16.805233074726935,8.445365565633299,52.81424971614944,161.46271620885562,0.5684104283778093,0.9047710257777879,2.0938937783716476,516.7366244409124,114.13554996628075,220.87760876204717,1318,
REG-070,Region 70,Indiana,141279,43827,386.306275909879,41505.43791058382,0.4549424411605526,Urban,84.50278436094,14.199855410451374,12.863207192220969,899.5854289280328,1,5.706727890359699,8.352980545141792,53.58733060553644,406.3373371855129,11.424199117723859,2.7950567574863188,1.239837166928613,617.8197360560199,116.18733664300416,188.0602542494192,2846,
REG-071,Region 71,Indiana,76926,58661,540.4261274318832,56855.10222711868,0.4639237066984844,Urban,73.37791992009588,16.176256037150686,24.99036878387452,652.1086920832768,2,11.71431516733043,8.124841538539664,60.59597048641863,478.27251233569194,3.786072811188196,0.6509030979728376,5.913003758412231,553.223998053512,119.05609897969501,215.2041476844593,1634,
REG-072,Region 72,Indiana,95551,57422,545.2290224884401,49175.62727075573,0.798713557376912,Urban,72.27559878154976,37.29416213215087,44.485808903782555,856.7988088504416,1,10.801235418109362,3.4900772443873316,66.08873250948396,158.00424755681297,11.205970551150818,1.5982315769370155,8.499184530908328,618.316621057605,115.94682530089037,187.52014963234876,2858,
REG-073,Region 73,Indiana,52096,31624,74.62843396174883,64473.74539216483,0.5596915099482735,Urban,61.041527299129484,27.95686865582955,19.296014637032293,953.9434141935267,2,9.08962249625716,8.396509941941282,50.4789131102607,286.5467722541798,3.922705690857066,2.974857644308451,2.986566416150045,542.5885622966123,124.96517469907668,230.31295420260452,820,
REG-074,Region 74,Indiana,46501,36617,719.810003913684,83359.97616263147,0.7379115499493305,Urban,86.38195999541671,12.897403320352506,26.18730070172664,661.1157651918795,3,17.497844614185194,8.015510820411624,73.1790907318453,353.9201803592649,6.0959167033251305,2.8765783178820037,2.7019172122914505,564.4355194544025,127.68171238996757,226.21133502262208,1019,
REG-075,Region 75,Indiana,92871,25289,328.34043240030013,77322.985414086,0.8550220114897014,Urban,89.49183520885596,7.158777377788169,14.017826117994506,935.143626346396,1,17.389204877176198,7.219632493958044,79.41109344533983,232.57319886468525,6.470281802189199,2.8583587201778418,9.747510336869158,568.2013292232355,124.75012880530204,219.55268738255646,1389,
REG-076,Region 76,Indiana,95402,27169,114.08836836445145,77426.80407466367,0.6642088178046153,Rural,71.10232059571852,19.04088097559834,30.313604855322367,662.8119451667781,3,10.930640514988285,7.1534094236604275,51.30856596565235,457.3043380723593,6.075545141169828,1.166610441283343,9.976750480482128,569.3272930874846,129.9688896253412,228.28501497006187,917,
REG-077,Region 77,Indiana,87730,24106,138.2724924260357,69467.56820505865,0.5640315045274251,Urban,57.31121976590592,30.045273116451074,25.30240397913917,606.3575698217642,3,14.349053038795118,9.265607099529406,80.94714063466591,421.5736278542795,11.785493509365764,1.1367297713875952,9.416749812414164,626.6521006572842,123.25454167149323,196.68735099142526,2588,
REG-078,Region 78,Indiana,115738,40402,498.439911634295,54987.20707600137,0.5852772862308018,Urban,74.85829744139738,17.10924365863755,19.619674531205156,703.8738646191003,1,16.972953660774664,3.1556784784459966,54.354670611851205,230.11676189736633,2.2749695134793213,2.185351286306352,7.860230607104654,527.3256184944202,113.91524060938096,216.02447636551975,1583,
REG-079,Region 79,Indiana,109570,7753,213.92890528142692,66206.85825753989,0.4112541815886428,Rural,74.906017845943,30.56481310599899,11.831511850384736,568.3762485258478,3,3.153440410745424,9.949191193247701,58.77434071153116,242.394026897671,8.501823216242698,1.7859471980432926,9.965032140375186,590.6175018446193,130.5806768001736,221.09178341709048,1305,
REG-080,Region 80,Indiana,78400,24978,594.8031439931791,80386.94307213253,0.4031848099044933,Urban,73.01256902155563,5.109289025717533,10.039623737752317,507.6246233984989,1,14.573938977274102,8.845996714376552,69.49980864482966,185.36039573428633,5.9557865660682205,2.948946196840262,9.522592883422993,562.948907521912,128.53432035424697,228.32324325852596,915,
